"samp_date","site_id","plant_name","arth_Class","arth_order","arth_family","arth_genus_subgenus","individual_count"
"2000-03-27 00:00:00","O71","Ambrosia deltoidea  ","","Homoptera","Ciccoidea","",1
"2000-03-27 00:00:00","O71","Larrea tridentata  ","Arachnida","Acari","","",1
"2000-03-27 00:00:00","O71","Larrea tridentata  ","Hexapoda","Thysanoptera","","",1
"2000-03-27 00:00:00","O71","Ambrosia deltoidea  ","Hexapoda","Hemiptera","","",1
"2000-03-27 00:00:00","O71","Ambrosia deltoidea  ","Hexapoda","Hymenoptera","Formicidae","",1
"2000-03-27 00:00:00","O91","Larrea tridentata  ","Hexapoda","Thysanoptera","","",4
"2000-03-27 00:00:00","O91","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2000-03-27 00:00:00","O91","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2000-03-27 00:00:00","O91","Larrea tridentata  ","Hexapoda","Coleoptera","Curculionidae","",1
"2000-03-27 00:00:00","O91","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",1
"2000-03-27 00:00:00","O91","Larrea tridentata  ","Arachnida","Acari","","",2
"2000-03-27 00:00:00","O91","Larrea tridentata  ","Hexapoda","Thysanoptera","","",4
"2000-03-27 00:00:00","O91","Larrea tridentata  ","Hexapoda","Homoptera","Aphididae","",1
"2000-03-27 00:00:00","O91","Larrea tridentata  ","Arachnida","Acari","","",24
"2000-02-21 00:00:00","P131","Bougainvillea  ","Hexapoda","Thysanoptera","","",1
"2000-02-21 00:00:00","P131","Bougainvillea  ","Hexapoda","Homoptera","Aphididae","",1
"2000-02-21 00:00:00","P131","Hibiscus  ","Hexapoda","Homoptera","Aphididae","",1
"2000-02-21 00:00:00","P131","Hibiscus  ","Arachnida","Araneida","Salticidae","",1
"2000-02-21 00:00:00","P131","Bougainvillea  ","Hexapoda","Homoptera","Cicadellidae","",1
"2000-04-18 00:00:00","P161","Cassia  ","Hexapoda","Hymenoptera","Cynipidae","",1
"2000-04-18 00:00:00","P161","Cassia  ","Hexapoda","Thysanoptera","","",7
"2000-04-18 00:00:00","P161","Prosopis velutina  ","Hexapoda","Homoptera","Psyllidae","",19
"2000-04-18 00:00:00","P161","Brachychiton  ","Hexapoda","Thysanoptera","","",5
"2000-04-18 00:00:00","P161","Prosopis velutina  ","Hexapoda","Homoptera","Psyllidae","",23
"2000-04-18 00:00:00","P161","Cassia  ","Hexapoda","Homoptera","Psyllidae","",4
"2000-04-18 00:00:00","P161","Cassia  ","Hexapoda","Homoptera","Psyllidae","",6
"2000-04-18 00:00:00","P161","Brachychiton  ","Hexapoda","Homoptera","Psyllidae","",2
"2000-04-18 00:00:00","P161","Prosopis velutina  ","","Araneae","Theridiidae","",1
"2000-04-18 00:00:00","P161","Prosopis velutina  ","Hexapoda","Thysanoptera","","",15
"2000-04-18 00:00:00","P161","Prosopis velutina  ","Hexapoda","Hymenoptera","","",2
"2000-04-18 00:00:00","P161","Brachychiton  ","Hexapoda","Homoptera","Psyllidae","",4
"2000-03-21 00:00:00","P181","Pennisetum setaceum  ","Hexapoda","Homoptera","Aphididae","",2
"2000-03-21 00:00:00","P181","Malva parviflora  ","Hexapoda","Thysanoptera","","",4
"2000-03-21 00:00:00","P181","Malva parviflora  ","Hexapoda","Homoptera","Aphididae","",22
"2000-03-21 00:00:00","P181","Brasicaceae","Hexapoda","Thysanoptera","","",17
"2000-03-21 00:00:00","P181","Brasicaceae","Hexapoda","Homoptera","Aphididae","",11
"2000-03-21 00:00:00","P181","Brasicaceae","","Araneae","Linyphiidae","",1
"2000-03-10 00:00:00","P81","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",1
"2000-03-21 00:00:00","Q141","Medicago sativa  ","Hexapoda","Thysanoptera","","",3
"2000-03-21 00:00:00","Q141","Medicago sativa  ","Hexapoda","Homoptera","Aphididae","",2
"2000-03-21 00:00:00","Q141","Medicago sativa  ","Hexapoda","Thysanoptera","","",10
"2000-03-21 00:00:00","Q141","Medicago sativa  ","Hexapoda","Homoptera","Aphididae","",3
"2000-03-21 00:00:00","Q141","Medicago sativa  ","Hexapoda","Hemiptera","Lygaeidae","",1
"2000-03-21 00:00:00","Q141","Medicago sativa  ","Hexapoda","Thysanoptera","","",1
"2000-03-10 00:00:00","Q71","Larrea tridentata  ","","Lepidoptera","Geometridae","",1
"2000-04-28 00:00:00","Q91","Larrea tridentata  ","Hexapoda","Thysanoptera","","",17
"2000-04-28 00:00:00","Q91","Larrea tridentata  ","Arachnida","Acari","","",7
"2000-04-28 00:00:00","Q91","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2000-04-28 00:00:00","Q91","Larrea tridentata  ","Hexapoda","Thysanoptera","","",9
"2000-04-28 00:00:00","Q91","Larrea tridentata  ","Arachnida","Acari","","",5
"2000-04-28 00:00:00","Q91","Larrea tridentata  ","Hexapoda","Thysanoptera","","",4
"2000-04-28 00:00:00","Q91","Larrea tridentata  ","Hexapoda","Homoptera","Cicadellidae","",1
"2000-04-28 00:00:00","Q91","Larrea tridentata  ","Arachnida","Acari","","",9
"2000-04-11 00:00:00","R101","Ulmus parvifolia  ","Hexapoda","Homoptera","Aphididae","",2
"2000-04-11 00:00:00","R101","Ulmus parvifolia  ","Hexapoda","Thysanoptera","","",1
"2000-04-11 00:00:00","R101","Bougainvillea spectabilis  ","Hexapoda","Homoptera","Aphididae","",2
"2000-04-11 00:00:00","R101","Cercidium praecox  ","Hexapoda","Homoptera","Psyllidae","",1
"2000-04-11 00:00:00","R101","Cercidium praecox  ","Hexapoda","Hemiptera","Miridae","",1
"2000-04-11 00:00:00","R101","Cercidium praecox  ","Arachnida","Araneida","Salticidae","",1
"2000-02-23 00:00:00","R111","Cupressus  ","Arachnida","Acari","","",118
"2000-02-23 00:00:00","R111","Cupressus  ","Arachnida","Araneida","Dictynidae","",1
"2000-02-23 00:00:00","R111","Cupressus  ","Hexapoda","Chrysopidae","Neuroptera","",1
"2000-02-23 00:00:00","R111","Cupressus  ","Hexapoda","Hemiptera","Lygaeidae","",1
"2000-02-23 00:00:00","R111","Verbena  ","Arachnida","Acari","","",67
"2000-02-23 00:00:00","R111","Verbena  ","Hexapoda","Thysanoptera","","",10
"2000-02-23 00:00:00","R111","Verbena  ","Hexapoda","Coleoptera","Corylophidae","",1
"2000-02-23 00:00:00","R111","Cupressus  ","Arachnida","Acari","","",117
"2000-02-23 00:00:00","R111","Cupressus  ","Hexapoda","Thysanoptera","","",2
"2000-03-15 00:00:00","R121","Juniperus coahuilensis  ","Arachnida","Acari","","",6
"2000-03-15 00:00:00","R121","Cupressus sempervirens  ","Hexapoda","Coleoptera","Corylophidae","",1
"2000-03-15 00:00:00","R121","Citrus sinensis Arizona Sweet","Hexapoda","Homoptera","Aphididae","",1
"2000-03-15 00:00:00","R121","Juniperus coahuilensis  ","Hexapoda","Thysanoptera","","",2
"2000-03-15 00:00:00","R121","Citrus sinensis Arizona Sweet","Arachnida","Acari","","",27
"2000-03-15 00:00:00","R121","Cupressus sempervirens  ","Arachnida","Acari","","",94
"2000-03-15 00:00:00","R121","Cupressus sempervirens  ","Hexapoda","Thysanoptera","","",5
"2000-02-23 00:00:00","R131","Verbena  ","Hexapoda","Thysanoptera","","",1
"2000-02-23 00:00:00","R131","Nerium oleander Petite Pink","Hexapoda","Homoptera","Aphididae","",21
"2000-02-23 00:00:00","R131","Verbena  ","Arachnida","Acari","","",1
"2000-02-23 00:00:00","R131","Verbena  ","Hexapoda","Homoptera","Aphididae","",3
"2000-02-23 00:00:00","R131","Nerium oleander Petite Pink","Hexapoda","Hymenoptera","","",7
"2000-03-16 00:00:00","R141","Triticum aestivum  ","Hexapoda","Hymenoptera","Formicidae","",1
"2000-03-16 00:00:00","R141","Triticum aestivum  ","Arachnida","Acari","","",2
"2000-03-16 00:00:00","R141","Triticum aestivum  ","Hexapoda","Hemiptera","Miridae","",1
"2000-03-16 00:00:00","R141","Triticum aestivum  ","Hexapoda","Thysanoptera","","",6
"2000-03-16 00:00:00","R141","Triticum aestivum  ","Hexapoda","Homoptera","Aphididae","",12
"2000-03-16 00:00:00","R141","Triticum aestivum  ","Hexapoda","Thysanoptera","","",2
"2000-03-16 00:00:00","R141","Triticum aestivum  ","Hexapoda","Homoptera","Aphididae","",2
"2000-04-18 00:00:00","R151","Citrus  ","","Homoptera","Megaspillidae","",1
"2000-04-18 00:00:00","R151","Citrus  ","Hexapoda","Thysanoptera","","",7
"2000-04-18 00:00:00","R151","Caesalpinia mexicana  ","Hexapoda","Hemiptera","Miridae","",2
"2000-04-18 00:00:00","R151","Caesalpinia mexicana  ","Hexapoda","Thysanoptera","","",23
"2000-04-18 00:00:00","R151","Citrus  ","Hexapoda","Thysanoptera","","",31
"2000-03-22 00:00:00","R161","Leucophyllum  ","Arachnida","Acari","","",1
"2000-03-22 00:00:00","R161","Leucophyllum  ","Hexapoda","Coleoptera","Corylophidae","",1
"2000-03-22 00:00:00","R161","Leucophyllum  ","Hexapoda","Homoptera","Aphididae","",1
"2000-03-22 00:00:00","R161","Lantana  ","Hexapoda","Thysanoptera","","",1
"2000-03-22 00:00:00","R161","Lantana  ","Arachnida","Araneida","Dictynidae","",1
"2000-03-22 00:00:00","R161","Lantana  ","Hexapoda","Homoptera","Psyllidae","",1
"2000-03-22 00:00:00","R161","Leucophyllum  ","Hexapoda","Hemiptera","Lygaeidae","",2
"2000-02-16 00:00:00","R181","Zea mays  ","Hexapoda","Hemiptera","Miridae","",1
"2000-02-16 00:00:00","R181","Zea mays  ","Hexapoda","Homoptera","Aphididae","",3
"2000-02-16 00:00:00","R181","Zea mays  ","","Araneae","Thomisidae","",2
"2000-02-16 00:00:00","R181","Zea mays  ","Hexapoda","Hymenoptera","","",1
"2000-02-16 00:00:00","R181","Zea mays  ","Arachnida","Araneida","Dictynidae","",1
"2000-02-16 00:00:00","R181","Zea mays  ","Hexapoda","Thysanoptera","","",1
"2000-03-10 00:00:00","R71","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",3
"2000-03-20 00:00:00","S111","Caesalpinia mexicana  ","Hexapoda","Homoptera","Psyllidae","",9
"2000-03-20 00:00:00","S111","Caesalpinia mexicana  ","Hexapoda","Homoptera","Psyllidae","",5
"2000-03-20 00:00:00","S111","Ficus  ","Hexapoda","Homoptera","Membracidae","",7
"2000-03-15 00:00:00","S121","Dalbergia  ","Arachnida","Acari","","",7
"2000-03-15 00:00:00","S121","Pinus  ","Hexapoda","Homoptera","Aphididae","",1
"2000-03-15 00:00:00","S121","Pinus  ","Hexapoda","Thysanoptera","","",2
"2000-03-15 00:00:00","S121","Pinus  ","Hexapoda","Chrysopidae","Neuroptera","",1
"2000-03-15 00:00:00","S121","Pinus  ","Arachnida","Acari","","",7
"2000-04-11 00:00:00","S131","Nerium oleander Petite Pink","Hexapoda","Hymenoptera","Formicidae","",1
"2000-04-11 00:00:00","S131","Nerium oleander Petite Pink","Hexapoda","Thysanoptera","","",1
"2000-03-20 00:00:00","S141","Bauhinia variegata Candida","Hexapoda","Homoptera","Psyllidae","",1
"2000-03-20 00:00:00","S141","Nerium oleander Petite Pink","Hexapoda","Homoptera","Cicadellidae","",1
"2000-03-20 00:00:00","S141","Nerium oleander Petite Pink","Hexapoda","Coleoptera","Chrysomelidae","",1
"2000-03-16 00:00:00","S151","Morus  ","Arachnida","Acari","","",10
"2000-03-16 00:00:00","S151","Cyperus  ","Hexapoda","Thysanoptera","","",2
"2000-03-16 00:00:00","S151","Morus  ","Hexapoda","Thysanoptera","","",3
"2000-03-16 00:00:00","S151","Cyperus  ","Arachnida","Acari","","",1
"2000-03-16 00:00:00","S151","Cyperus  ","Hexapoda","Homoptera","Cicadellidae","",1
"2000-03-16 00:00:00","S151","Cyperus  ","Hexapoda","Hemiptera","Miridae","",1
"2000-03-16 00:00:00","S151","Cyperus  ","Arachnida","Acari","","",2
"2000-03-16 00:00:00","S151","Cyperus  ","Hexapoda","Thysanoptera","","",2
"2000-03-16 00:00:00","S161","Leucophyllum  ","Arachnida","Acari","","",66
"2000-03-16 00:00:00","S161","Leucophyllum  ","Arachnida","Araneida","Plectreuridae","",1
"2000-03-16 00:00:00","S161","Nerium oleander  ","Arachnida","Araneida","Plectreuridae","",1
"2000-03-16 00:00:00","S161","Nerium oleander  ","Hexapoda","Thysanoptera","","",1
"2000-02-16 00:00:00","S171","Medicago sativa  ","Hexapoda","Lepidoptera","","",1
"2000-02-16 00:00:00","S171","Medicago sativa  ","Hexapoda","Thysanoptera","","",1
"2000-02-16 00:00:00","S171","Medicago sativa  ","Hexapoda","Homoptera","Aphididae","",33
"2000-02-16 00:00:00","S171","Medicago sativa  ","Hexapoda","Thysanoptera","","",2
"2000-02-16 00:00:00","S171","Medicago sativa  ","Hexapoda","Homoptera","Aphididae","",9
"2000-02-16 00:00:00","S171","Medicago sativa  ","Hexapoda","Homoptera","Aphididae","",7
"2000-02-16 00:00:00","S171","Medicago sativa  ","Hexapoda","Hymenoptera","","",1
"2000-02-16 00:00:00","S171","Medicago sativa  ","Hexapoda","Thysanoptera","","",42
"2000-02-16 00:00:00","S181","Zea mays  ","Hexapoda","Thysanoptera","","",1
"2000-02-16 00:00:00","S181","Zea mays  ","Hexapoda","Homoptera","Aphididae","",11
"2000-02-16 00:00:00","S181","Zea mays  ","Hexapoda","Thysanoptera","","",1
"2000-02-16 00:00:00","S181","Zea mays  ","Hexapoda","Homoptera","Aphididae","",1
"2000-02-16 00:00:00","S181","Zea mays  ","Hexapoda","Homoptera","Aphididae","",1
"2000-02-16 00:00:00","S181","Zea mays  ","Hexapoda","Thysanoptera","","",8
"2000-02-16 00:00:00","S181","Zea mays  ","Arachnida","Araneida","Dictynidae","",1
"2000-04-14 00:00:00","S201","Larrea tridentata  ","Hexapoda","Homoptera","Psyllidae","",1
"2000-04-14 00:00:00","S201","Larrea tridentata  ","Arachnida","Araneida","Salticidae","",3
"2000-04-14 00:00:00","S201","Larrea tridentata  ","Arachnida","Acari","","",4
"2000-04-14 00:00:00","S201","Larrea tridentata  ","Arachnida","Acari","","",4
"2000-04-14 00:00:00","S201","Larrea tridentata  ","Hexapoda","Thysanoptera","","",1
"2000-04-14 00:00:00","S201","Larrea tridentata  ","Hexapoda","Thysanoptera","","",5
"2000-04-14 00:00:00","S201","Larrea tridentata  ","Hexapoda","Homoptera","Psyllidae","",1
"2000-04-14 00:00:00","S201","Larrea tridentata  ","Hexapoda","Homoptera","Cicadellidae","",2
"2000-04-14 00:00:00","S201","Larrea tridentata  ","Hexapoda","Thysanoptera","","",1
"2000-04-03 00:00:00","S91","Baccharis sarothroides  ","Hexapoda","Thysanoptera","","",2
"2000-04-03 00:00:00","S91","Ambrosia ambrosioides  ","Hexapoda","Thysanoptera","","",1
"2000-02-23 00:00:00","T111","Xylosma  ","Hexapoda","Thysanoptera","","",5
"2000-02-23 00:00:00","T111","Baccharis sarothroides  ","Hexapoda","Thysanoptera","","",3
"2000-04-11 00:00:00","T121","Pinus eldarica  ","Hexapoda","Homoptera","Aphididae","",10
"2000-04-11 00:00:00","T121","Pinus eldarica  ","","Homoptera","Delphacidae","",1
"2000-04-11 00:00:00","T121","Myrtus communis  ","Hexapoda","Hemiptera","Miridae","",1
"2000-04-11 00:00:00","T121","Myrtus communis  ","Hexapoda","Thysanoptera","","",2
"2000-04-11 00:00:00","T121","Pinus eldarica  ","Arachnida","Acari","","",1
"2000-03-15 00:00:00","T131","Tecoma capensis  ","Hexapoda","Thysanoptera","","",1
"2000-03-15 00:00:00","T131","Tecoma capensis  ","Hexapoda","Coleoptera","Curculionidae","",1
"2000-03-15 00:00:00","T131","Caesalpinia  ","Hexapoda","Homoptera","Cicadellidae","",1
"2000-03-15 00:00:00","T131","Myrtus  ","Hexapoda","Thysanoptera","","",1
"2000-03-15 00:00:00","T131","Tecoma capensis  ","Hexapoda","Homoptera","Aphididae","",1
"2000-03-15 00:00:00","T131","Caesalpinia  ","Hexapoda","Thysanoptera","","",4
"2000-03-15 00:00:00","T131","Caesalpinia  ","Arachnida","Acari","","",1
"2000-03-07 00:00:00","T151","Nerium oleander  ","Hexapoda","Hymenoptera","Formicidae","",1
"2000-03-07 00:00:00","T151","Nerium oleander  ","Hexapoda","Homoptera","Aphididae","",1
"2000-03-16 00:00:00","T171","Pistacia  ","Hexapoda","Hymenoptera","Formicidae","",1
"2000-03-16 00:00:00","T171","Pistacia  ","Arachnida","Araneida","Dictynidae","",1
"2000-03-16 00:00:00","T171","Pistacia  ","Hexapoda","Chrysopidae","Neuroptera","",1
"2000-03-16 00:00:00","T171","Pistacia  ","Hexapoda","Thysanoptera","","",1
"2000-03-24 00:00:00","T181","Cercidium floridum  ","Arachnida","Araneida","Dictynidae","",1
"2000-03-24 00:00:00","T201","Larrea tridentata  ","Arachnida","Acari","","",4
"2000-03-24 00:00:00","T201","Larrea tridentata  ","Hexapoda","Thysanoptera","","",4
"2000-03-24 00:00:00","T201","Larrea tridentata  ","Hexapoda","Hymenoptera","","",1
"2000-03-24 00:00:00","T201","Cercidium floridum  ","","Araneae","Theridiidae","",1
"2000-03-24 00:00:00","T201","Ambrosia deltoidea  ","Arachnida","Acari","","",1
"2000-03-24 00:00:00","T201","Cercidium floridum  ","Hexapoda","Thysanoptera","","",1
"2000-03-24 00:00:00","T201","Cercidium floridum  ","Hexapoda","Collembola","","",1
"2000-04-25 00:00:00","T211","Encelia farinosa  ","Hexapoda","Lepidoptera","","",16
"2000-04-25 00:00:00","T211","Larrea tridentata  ","Hexapoda","Hemiptera","Pentatomidae","",1
"2000-04-25 00:00:00","T211","Encelia farinosa  ","Hexapoda","Chrysopidae","Neuroptera","",1
"2000-04-25 00:00:00","T211","Encelia farinosa  ","","Coleoptera","","",1
"2000-04-25 00:00:00","T211","Larrea tridentata  ","","Homoptera","Ciccoidea","",1
"2000-04-25 00:00:00","T211","Encelia farinosa  ","Hexapoda","Hemiptera","Miridae","",2
"2000-04-25 00:00:00","T211","Larrea tridentata  ","Arachnida","Acari","","",96
"2000-04-25 00:00:00","T211","Larrea tridentata  ","Hexapoda","Thysanoptera","","",18
"2000-04-25 00:00:00","T211","Encelia farinosa  ","Hexapoda","Homoptera","Membracidae","",1
"2000-04-25 00:00:00","T211","Encelia farinosa  ","Hexapoda","Homoptera","Cicadellidae","",2
"2000-04-25 00:00:00","T211","Encelia farinosa  ","Hexapoda","Homoptera","Cicadellidae","",1
"2000-04-25 00:00:00","T211","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2000-04-25 00:00:00","T211","Larrea tridentata  ","Hexapoda","Lepidoptera","","",2
"2000-04-25 00:00:00","T211","Encelia farinosa  ","","Homoptera","Ciccoidea","",6
"2000-04-25 00:00:00","T211","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",3
"2000-04-25 00:00:00","T211","Encelia farinosa  ","Hexapoda","Thysanoptera","","",21
"2000-04-25 00:00:00","T211","Encelia farinosa  ","Arachnida","Araneida","Dictynidae","",1
"2000-04-25 00:00:00","T211","Larrea tridentata  ","Hexapoda","Coleoptera","Melyridae","",4
"2000-04-25 00:00:00","T211","Larrea tridentata  ","Arachnida","Acari","","",65
"2000-04-25 00:00:00","T211","Larrea tridentata  ","","Homoptera","Ciccoidea","",2
"2000-04-25 00:00:00","T211","Encelia farinosa  ","","Lepidoptera","Geometridae","",1
"2000-04-25 00:00:00","T211","Larrea tridentata  ","Hexapoda","Thysanoptera","","",47
"2000-04-25 00:00:00","T211","Larrea tridentata  ","Hexapoda","Chrysopidae","Neuroptera","",1
"2000-04-25 00:00:00","T211","Encelia farinosa  ","Arachnida","Acari","","",18
"2000-04-25 00:00:00","T211","Encelia farinosa  ","Hexapoda","Hymenoptera","","",1
"2000-04-25 00:00:00","T211","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",2
"2000-04-03 00:00:00","T81","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2000-04-03 00:00:00","T81","Larrea tridentata  ","Arachnida","Acari","","",4
"2000-04-03 00:00:00","T81","Larrea tridentata  ","Hexapoda","Hemiptera","Miridae","",1
"2000-04-03 00:00:00","T81","Larrea tridentata  ","Hexapoda","Thysanoptera","","",3
"2000-04-03 00:00:00","T81","Larrea tridentata  ","Hexapoda","Homoptera","Psyllidae","",1
"2000-04-03 00:00:00","T81","Larrea tridentata  ","Arachnida","Acari","","",1
"2000-04-03 00:00:00","T81","Larrea tridentata  ","","Lepidoptera","Geometridae","",1
"2000-04-03 00:00:00","T81","Larrea tridentata  ","Hexapoda","Thysanoptera","","",3
"2000-04-03 00:00:00","T81","Larrea tridentata  ","Arachnida","Acari","","",1
"2000-04-03 00:00:00","T81","Larrea tridentata  ","Hexapoda","Homoptera","Cicadellidae","",1
"2000-03-13 00:00:00","U111","Thevetia peruviana  ","Arachnida","Araneida","Salticidae","",1
"2000-03-13 00:00:00","U111","Citrus  ","Hexapoda","Neuroptera","Chrysopidae","",2
"2000-03-13 00:00:00","U111","Thevetia peruviana  ","Hexapoda","Homoptera","Cicadellidae","",1
"2000-03-13 00:00:00","U111","Citrus  ","Hexapoda","Thysanoptera","","",1
"2000-03-01 00:00:00","U121","Encelia farinosa  ","Hexapoda","Thysanoptera","","",2
"2000-03-01 00:00:00","U121","Encelia farinosa  ","Hexapoda","Hemiptera","Miridae","",1
"2000-03-01 00:00:00","U121","Encelia farinosa  ","Hexapoda","Coleoptera","Curculionidae","",1
"2000-03-01 00:00:00","U121","Leucophyllum  ","Hexapoda","Thysanoptera","","",1
"2000-03-01 00:00:00","U121","Encelia farinosa  ","Arachnida","Acari","","",3
"2000-03-01 00:00:00","U121","Encelia farinosa  ","Hexapoda","Homoptera","Aphididae","",3
"2000-03-01 00:00:00","U121","Encelia farinosa  ","Arachnida","Acari","","",3
"2000-03-01 00:00:00","U121","Encelia farinosa  ","Hexapoda","Homoptera","Delphacidae","",1
"2000-03-01 00:00:00","U121","Encelia farinosa  ","Hexapoda","Homoptera","Aphididae","",1
"2000-03-01 00:00:00","U121","Encelia farinosa  ","Hexapoda","Thysanoptera","","",1
"2000-03-01 00:00:00","U121","Leucophyllum  ","Arachnida","Acari","","",2
"2000-03-01 00:00:00","U121","Encelia farinosa  ","Hexapoda","Homoptera","Delphacidae","",1
"2000-03-01 00:00:00","U121","Encelia farinosa  ","Hexapoda","Hemiptera","Tingidae","",1
"2000-03-01 00:00:00","U121","Leucophyllum  ","Hexapoda","Homoptera","Aphididae","",1
"2000-03-01 00:00:00","U121","Encelia farinosa  ","Hexapoda","Hemiptera","Miridae","",1
"2000-03-01 00:00:00","U121","Leucophyllum  ","Hexapoda","Homoptera","Psyllidae","",1
"2000-05-05 00:00:00","U131","Encelia farinosa  ","Hexapoda","Homoptera","Membracidae","",4
"2000-05-05 00:00:00","U131","Cercidium floridum  ","Hexapoda","Coleoptera","Melyridae","",2
"2000-05-05 00:00:00","U131","Cercidium floridum  ","Hexapoda","Lepidoptera","","",9
"2000-05-05 00:00:00","U131","Larrea tridentata  ","Arachnida","Acari","","",3
"2000-05-05 00:00:00","U131","Cercidium floridum  ","Hexapoda","Homoptera","Aphididae","",1
"2000-05-05 00:00:00","U131","Cercidium floridum  ","Hexapoda","Thysanoptera","","",63
"2000-05-05 00:00:00","U131","Encelia farinosa  ","Hexapoda","Homoptera","Cicadellidae","",1
"2000-05-05 00:00:00","U131","Cercidium floridum  ","Hexapoda","Hemiptera","Miridae","",5
"2000-05-05 00:00:00","U131","Encelia farinosa  ","Arachnida","Acari","","",2
"2000-05-05 00:00:00","U131","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",1
"2000-05-05 00:00:00","U131","Larrea tridentata  ","Hexapoda","Thysanoptera","","",6
"2000-05-05 00:00:00","U131","Encelia farinosa  ","Hexapoda","Hemiptera","Miridae","",2
"2000-05-05 00:00:00","U131","Larrea tridentata  ","Hexapoda","Homoptera","Membracidae","",1
"2000-05-05 00:00:00","U131","Encelia farinosa  ","Hexapoda","Thysanoptera","","",6
"2000-05-05 00:00:00","U131","Encelia farinosa  ","","Araneae","Thomisidae","",1
"2000-04-12 00:00:00","U141","Prosopis  ","Hexapoda","Thysanoptera","","",3
"2000-04-12 00:00:00","U141","Nerium oleander Petite Pink","Hexapoda","Homoptera","Aphididae","",5
"2000-04-12 00:00:00","U141","Rhus lancea  ","Hexapoda","Thysanoptera","","",1
"2000-04-12 00:00:00","U141","Prosopis  ","Hexapoda","Coleoptera","Bruchidae","",1
"2000-04-12 00:00:00","U141","Nerium oleander Petite Pink","Hexapoda","Thysanoptera","","",7
"2000-03-07 00:00:00","U151","Cyperus  ","Hexapoda","Thysanoptera","","",8
"2000-03-07 00:00:00","U151","Cyperus  ","Hexapoda","Coleoptera","Scarabaeidae","",1
"2000-03-07 00:00:00","U151","Hibiscus rosa-sinensis  ","Hexapoda","Thysanoptera","","",3
"2000-03-07 00:00:00","U151","Cyperus  ","Hexapoda","Hymenoptera","Formicidae","",2
"2000-03-07 00:00:00","U151","Cyperus  ","Arachnida","Araneida","Dictynidae","",7
"2000-03-07 00:00:00","U151","Cyperus  ","Arachnida","Acari","","",41
"2000-03-07 00:00:00","U151","Hibiscus rosa-sinensis  ","Hexapoda","Hymenoptera","Formicidae","",1
"2000-03-07 00:00:00","U151","Hibiscus rosa-sinensis  ","Arachnida","Acari","","",32
"2000-03-07 00:00:00","U151","Cyperus  ","Hexapoda","Homoptera","Cicadellidae","",1
"2000-03-07 00:00:00","U161","Ulmus  ","Hexapoda","Thysanoptera","","",5
"2000-03-07 00:00:00","U161","Ulmus  ","Arachnida","Acari","","",1
"2000-03-07 00:00:00","U161","Ulmus  ","Hexapoda","Homoptera","Aphididae","",14
"2000-03-07 00:00:00","U161","Ulmus  ","Hexapoda","Neuroptera","Chrysopidae","",1
"2000-03-07 00:00:00","U161","Ulmus  ","Hexapoda","Homoptera","Aphididae","",72
"2000-03-07 00:00:00","U161","Ulmus  ","Hexapoda","Neuroptera","Chrysopidae","",3
"2000-03-07 00:00:00","U161","Ulmus  ","Hexapoda","Thysanoptera","","",3
"2000-03-07 00:00:00","U161","Ulmus  ","Hexapoda","Homoptera","Aleyrodidae"," ",1
"2000-03-07 00:00:00","U161","Ulmus  ","Hexapoda","Homoptera","Aphididae","",22
"2000-03-07 00:00:00","U161","Ulmus  ","Hexapoda","Hymenoptera","","",1
"2000-03-07 00:00:00","U161","Ulmus  ","Hexapoda","Thysanoptera","","",1
"2000-03-24 00:00:00","U181","unknown grass","Hexapoda","Thysanoptera","","",1
"2000-03-24 00:00:00","U181","Melia azedarach  ","Hexapoda","Thysanoptera","","",2
"2000-03-24 00:00:00","U181","Melia azedarach  ","Hexapoda","Hymenoptera","Formicidae","",1
"2000-03-24 00:00:00","U181","Melia azedarach  ","Arachnida","Araneida","Salticidae","",1
"2000-03-24 00:00:00","U181","Melia azedarach  ","Hexapoda","Thysanoptera","","",1
"2000-03-24 00:00:00","U181","unknown grass","Hexapoda","Homoptera","Aphididae","",1
"2000-02-10 00:00:00","U191","Ambrosia  ","Hexapoda","Homoptera","","",2
"2000-02-10 00:00:00","U191","Cercidium floridum  ","Hexapoda","Homoptera","Psyllidae","",7
"2000-02-10 00:00:00","U191","Ambrosia  ","Arachnida","Acari","","",2
"2000-02-10 00:00:00","U191","Cercidium floridum  ","Arachnida","Acari","","",1
"2000-02-10 00:00:00","U201","Acacia  ","Arachnida","Acari","","",1
"2000-02-10 00:00:00","U201","Acacia  ","","Lepidoptera","Geometridae","",1
"2000-05-03 00:00:00","U211","Encelia farinosa  ","Arachnida","Araneida","Dictynidae","",1
"2000-05-03 00:00:00","U211","Encelia farinosa  ","Hexapoda","Thysanoptera","","",34
